STEP ACCRATIO <dR> <dR2> <ENERGY>
549 0.305455 -0.00404566 0.00156916 0.0559277
550 0.3049 -0.00406034 0.00156658 0.0558358
551 0.304348 -0.00407497 0.00156401 0.0557441
552 0.305606 -0.0040325 0.00156186 0.0556676
553 0.305054 -0.00399018 0.00155972 0.0555914
554 0.304505 -0.00394801 0.00155759 0.0555154
555 0.305755 -0.00391596 0.00155514 0.0554279
556 0.305206 -0.00388402 0.00155269 0.0553407
557 0.304659 -0.0038522 0.00155025 0.0552538
558 0.305903 -0.00384542 0.00154748 0.055155
559 0.305357 -0.00383868 0.00154472 0.0550565
560 0.306595 -0.0038385 0.00154199 0.0549592
561 0.30605 -0.00383832 0.00153927 0.0548623
562 0.305506 -0.00383814 0.00153656 0.0547658
563 0.306738 -0.00384559 0.00153395 0.0546727
564 0.307965 -0.00375297 0.00153539 0.0547243
565 0.30742 -0.00366068 0.00153684 0.0547756
566 0.306878 -0.00356872 0.00153827 0.0548268
567 0.308099 -0.00350505 0.00153743 0.0547969
568 0.307557 -0.0034416 0.0015366 0.0547671
569 0.307018 -0.00337838 0.00153577 0.0547375
570 0.30648 -0.00331538 0.00153494 0.054708
571 0.305944 -0.0032526 0.00153411 0.0546785
572 0.30541 -0.00319003 0.00153329 0.0546492
573 0.304878 -0.00312769 0.00153247 0.0546199
574 0.304348 -0.00306556 0.00153165 0.0545908
575 0.305556 -0.00309592 0.00152972 0.0545222
576 0.306759 -0.00308336 0.0015271 0.0544287
577 0.306228 -0.00307085 0.00152449 0.0543356
578 0.305699 -0.00305838 0.00152189 0.0542428
579 0.305172 -0.00304595 0.00151929 0.0541504
580 0.304647 -0.00303357 0.00151671 0.0540582
581 0.304124 -0.00302123 0.00151413 0.0539664
582 0.303602 -0.00300893 0.00151156 0.0538749
583 0.303082 -0.00299667 0.00150901 0.0537837
584 0.302564 -0.00298446 0.00150646 0.0536928
585 0.302048 -0.00297228 0.00150391 0.0536022
586 0.301533 -0.00296015 0.00150138 0.053512
587 0.30102 -0.00294806 0.00149886 0.053422
588 0.300509 -0.00293601 0.00149634 0.0533323
589 0.301695 -0.00299084 0.00149592 0.0533172
590 0.302876 -0.00303742 0.00149496 0.0532831
591 0.302365 -0.00308385 0.00149401 0.0532492
592 0.301855 -0.00313011 0.00149306 0.0532154
593 0.301347 -0.00317622 0.00149211 0.0531817
594 0.30084 -0.00322218 0.00149117 0.0531481
595 0.300336 -0.00326798 0.00149023 0.0531146
596 0.299832 -0.00331363 0.0014893 0.0530813
597 0.299331 -0.00335913 0.00148836 0.053048
598 0.298831 -0.00340447 0.00148743 0.0530149
599 0.298333 -0.00344966 0.00148651 0.0529819
600 0.299501 -0.00344171 0.00148404 0.0528938
601 0.299003 -0.00343378 0.00148158 0.0528061
602 0.300166 -0.00342757 0.00147912 0.0527185
603 0.299669 -0.00342138 0.00147667 0.0526312
604 0.299174 -0.00341521 0.00147423 0.0525442
605 0.29868 -0.00340906 0.0014718 0.0524575
606 0.298188 -0.00340293 0.00146937 0.0523711
607 0.297697 -0.00339682 0.00146696 0.052285
608 0.297209 -0.00339074 0.00146455 0.0521991
609 0.296721 -0.00338467 0.00146215 0.0521136
610 0.296236 -0.00337862 0.00145975 0.0520283
611 0.297386 -0.00335495 0.00145757 0.0519504
612 0.298532 -0.0033392 0.00145526 0.051868
613 0.298046 -0.0033235 0.00145295 0.0517858
614 0.299187 -0.00331159 0.00145061 0.0517026
615 0.298701 -0.00329972 0.00144829 0.0516195
616 0.298217 -0.00328789 0.00144596 0.0515368
617 0.297735 -0.00327609 0.00144365 0.0514543
618 0.298869 -0.00331218 0.00144238 0.051409
619 0.298387 -0.00334815 0.00144111 0.0513638
620 0.297907 -0.00338401 0.00143985 0.0513187
621 0.297428 -0.00341975 0.00143859 0.0512738
622 0.29695 -0.00345537 0.00143733 0.0512291
623 0.296474 -0.00349088 0.00143608 0.0511844
624 0.296 -0.00352628 0.00143483 0.05114
625 0.295527 -0.00356156 0.00143359 0.0510956
626 0.295056 -0.00359674 0.00143235 0.0510514
627 0.296178 -0.00356432 0.00143051 0.0509861
628 0.297297 -0.00354028 0.00142845 0.0509126
629 0.296825 -0.00351631 0.0014264 0.0508393
630 0.29794 -0.00352976 0.00142436 0.0507669
631 0.299051 -0.00352414 0.00142211 0.0506866
632 0.298578 -0.00351853 0.00141986 0.0506065
633 0.298107 -0.00351295 0.00141762 0.0505267
634 0.297638 -0.00350738 0.00141539 0.0504471
635 0.298742 -0.00345251 0.00141472 0.050423
636 0.298273 -0.0033978 0.00141404 0.050399
637 0.297806 -0.00334327 0.00141337 0.0503751
638 0.298905 -0.00343281 0.0014169 0.0505008
639 0.3 -0.00337026 0.00141678 0.0504965
640 0.299532 -0.00330791 0.00141666 0.0504922
641 0.299065 -0.00324574 0.00141654 0.050488
642 0.2986 -0.00318377 0.00141642 0.0504837
643 0.298137 -0.003122 0.0014163 0.0504794
644 0.297674 -0.00306041 0.00141618 0.0504752
645 0.298762 -0.00308903 0.00141471 0.0504227
646 0.299845 -0.00312876 0.0014138 0.0503904
647 0.300926 -0.00316227 0.00141257 0.0503466
648 0.300462 -0.00319567 0.00141135 0.0503029
649 0.3 -0.00322897 0.00141012 0.0502594
650 0.299539 -0.00326216 0.00140891 0.0502159
651 0.29908 -0.00329526 0.00140769 0.0501727
652 0.300153 -0.0032772 0.00140565 0.0500998
653 0.301223 -0.00329274 0.00140377 0.050033
654 0.300763 -0.00330823 0.0014019 0.0499664
655 0.300305 -0.00332368 0.00140004 0.0499001
656 0.299848 -0.00333907 0.00139819 0.0498339
657 0.300912 -0.0032721 0.00139858 0.0498481
658 0.301973 -0.00329354 0.00139692 0.0497888
659 0.301515 -0.00331491 0.00139526 0.0497297
660 0.301059 -0.00333621 0.00139361 0.0496708
661 0.300604 -0.00335745 0.00139196 0.049612
662 0.301659 -0.00332852 0.00139024 0.0495507
663 0.302711 -0.00328973 0.0013889 0.049503
664 0.302256 -0.00325105 0.00138757 0.0494556
665 0.301802 -0.00321249 0.00138624 0.0494082
666 0.301349 -0.00317405 0.00138492 0.049361
667 0.300898 -0.00313572 0.0013836 0.049314
668 0.301943 -0.00319341 0.00138413 0.0493331
669 0.301493 -0.00325093 0.00138467 0.0493521
670 0.302534 -0.00326528 0.00138285 0.0492873
671 0.302083 -0.0032796 0.00138104 0.0492228
672 0.301634 -0.00329387 0.00137924 0.0491585
673 0.301187 -0.00330809 0.00137744 0.0490943
674 0.300741 -0.00332228 0.00137564 0.0490303
675 0.301775 -0.00327391 0.00137488 0.0490033
676 0.301329 -0.00322569 0.00137412 0.0489763
677 0.30236 -0.00323853 0.00137231 0.0489116
678 0.301915 -0.00325132 0.0013705 0.048847
679 0.302941 -0.00321388 0.00136921 0.048801
680 0.302496 -0.00317654 0.00136792 0.0487552
681 0.302053 -0.00313931 0.00136664 0.0487095
682 0.301611 -0.0031022 0.00136536 0.0486639
683 0.302632 -0.00309646 0.00136336 0.0485928
684 0.30219 -0.00309075 0.00136138 0.0485219
685 0.301749 -0.00308505 0.00135939 0.0484512
686 0.30131 -0.00307936 0.00135741 0.0483807
687 0.300872 -0.0030737 0.00135544 0.0483104
688 0.300435 -0.00306805 0.00135348 0.0482403
689 0.3 -0.00306241 0.00135151 0.0481705
690 0.301013 -0.00304986 0.0013496 0.0481024
691 0.300578 -0.00303735 0.0013477 0.0480345
692 0.301587 -0.00304907 0.00134593 0.0479716
693 0.302594 -0.00303327 0.00134409 0.0479057
694 0.302158 -0.00301752 0.00134224 0.0478399
695 0.301724 -0.00300182 0.0013404 0.0477744
696 0.301291 -0.00298616 0.00133857 0.0477091
697 0.30086 -0.00297055 0.00133674 0.0476439
698 0.300429 -0.00295498 0.00133492 0.0475789
699 0.301429 -0.00295246 0.00133301 0.047511
700 0.300999 -0.00294996 0.00133111 0.0474433
701 0.30057 -0.00294745 0.00132922 0.0473758
702 0.300142 -0.00294496 0.00132733 0.0473085
703 0.299716 -0.00294247 0.00132545 0.0472414
704 0.299291 -0.00293999 0.00132357 0.0471744
705 0.298867 -0.00293752 0.0013217 0.0471077
706 0.298444 -0.00293505 0.00131983 0.0470411
707 0.298023 -0.00293259 0.00131797 0.0469748
708 0.299013 -0.00297929 0.00131794 0.0469738
709 0.298592 -0.00302586 0.00131791 0.0469729
710 0.298172 -0.0030723 0.00131789 0.0469719
711 0.299157 -0.00302254 0.00131751 0.0469583
712 0.298738 -0.00297293 0.00131713 0.0469448
713 0.298319 -0.00292345 0.00131675 0.0469313
714 0.299301 -0.00288786 0.00131562 0.046891
715 0.300279 -0.00289536 0.00131387 0.0468289
716 0.299861 -0.00290285 0.00131214 0.0467669
717 0.299443 -0.00291031 0.0013104 0.0467052
718 0.300417 -0.00290099 0.0013086 0.046641
719 0.3 -0.0028917 0.0013068 0.0465769
720 0.299584 -0.00288243 0.00130501 0.046513
721 0.299169 -0.00287319 0.00130322 0.0464493
722 0.298755 -0.00286397 0.00130144 0.0463857
723 0.298343 -0.00285478 0.00129966 0.0463224
724 0.297931 -0.00284562 0.00129789 0.0462592
725 0.297521 -0.00283648 0.00129612 0.0461962
726 0.297111 -0.00282736 0.00129436 0.0461333
727 0.296703 -0.00281828 0.0012926 0.0460707
728 0.296296 -0.00280921 0.00129085 0.0460082
729 0.29589 -0.00280017 0.0012891 0.0459459
730 0.295486 -0.00279116 0.00128736 0.0458837
731 0.295082 -0.00278216 0.00128562 0.0458217
732 0.294679 -0.0027732 0.00128388 0.0457599
733 0.294278 -0.00276426 0.00128215 0.0456983
734 0.293878 -0.00275534 0.00128043 0.0456368
735 0.294837 -0.00274272 0.00127875 0.0455768
736 0.294437 -0.00273013 0.00127707 0.0455171
737 0.294038 -0.00271758 0.0012754 0.0454575
738 0.29364 -0.00270506 0.00127373 0.045398
739 0.293243 -0.00269257 0.00127206 0.0453387
740 0.292848 -0.00268012 0.00127041 0.0452796
741 0.292453 -0.00266771 0.00126875 0.0452206
742 0.292059 -0.00265532 0.0012671 0.0451618
743 0.291667 -0.00264297 0.00126546 0.0451031
744 0.291275 -0.00263065 0.00126381 0.0450446
745 0.290885 -0.00261837 0.00126218 0.0449863
746 0.291834 -0.00260779 0.00126052 0.0449274
747 0.292781 -0.00262094 0.00125905 0.0448747
748 0.29239 -0.00263406 0.00125757 0.0448222
749 0.292 -0.00264714 0.0012561 0.0447698
750 0.291611 -0.00266019 0.00125464 0.0447175
751 0.291223 -0.00267321 0.00125317 0.0446654
752 0.292165 -0.00268054 0.0012516 0.0446093
753 0.291777 -0.00268786 0.00125003 0.0445533
754 0.291391 -0.00269515 0.00124846 0.0444974
755 0.292328 -0.0027249 0.00124765 0.0444685
756 0.291942 -0.00275458 0.00124684 0.0444396
757 0.292876 -0.00270166 0.00124704 0.0444466
758 0.29249 -0.00264888 0.00124723 0.0444536
759 0.293421 -0.00268953 0.00124707 0.0444478
760 0.29435 -0.002704 0.00124568 0.0443982
761 0.293963 -0.00271843 0.00124429 0.0443487
762 0.293578 -0.00273283 0.0012429 0.0442994
763 0.293194 -0.00274719 0.00124152 0.0442502
764 0.29281 -0.00276151 0.00124015 0.0442011
765 0.292428 -0.00277579 0.00123877 0.0441521
766 0.292047 -0.00279004 0.0012374 0.0441033
767 0.292969 -0.00276515 0.00123614 0.0440582
768 0.292588 -0.00274034 0.00123488 0.0440132
769 0.292208 -0.00271559 0.00123362 0.0439684
770 0.291829 -0.0026909 0.00123236 0.0439237
771 0.291451 -0.00266627 0.00123111 0.0438791
772 0.292367 -0.0026027 0.00123231 0.0439219
773 0.29199 -0.0025393 0.00123351 0.0439646
774 0.291613 -0.00247606 0.00123471 0.0440072
775 0.291237 -0.00241298 0.0012359 0.0440497
776 0.292149 -0.00235662 0.00123651 0.0440715
777 0.293059 -0.00237069 0.00123515 0.044023
778 0.293967 -0.00235179 0.00123376 0.0439735
779 0.294872 -0.0023682 0.00123247 0.0439276
780 0.294494 -0.00238457 0.00123119 0.0438818
781 0.294118 -0.0024009 0.00122991 0.0438362
782 0.293742 -0.00241718 0.00122863 0.0437906
783 0.293367 -0.00243343 0.00122736 0.0437452
784 0.292994 -0.00244963 0.00122608 0.0436999
785 0.292621 -0.00246579 0.00122482 0.0436547
786 0.292249 -0.00248191 0.00122355 0.0436096
787 0.291878 -0.00249799 0.00122229 0.0435647
788 0.291508 -0.00251403 0.00122103 0.0435198
789 0.291139 -0.00253003 0.00121978 0.0434751
790 0.292035 -0.00250297 0.00121869 0.0434362
791 0.291667 -0.00247598 0.0012176 0.0433974
792 0.29256 -0.002476 0.00121607 0.0433429
793 0.292191 -0.00247602 0.00121455 0.0432886
794 0.291824 -0.00247604 0.00121303 0.0432345
795 0.291457 -0.00247606 0.00121151 0.0431804
796 0.291092 -0.00247608 0.00121 0.0431265
797 0.290727 -0.00247611 0.00120849 0.0430728
798 0.290363 -0.00247613 0.00120698 0.0430191
799 0.29 -0.00247615 0.00120548 0.0429656
800 0.289638 -0.00247617 0.00120399 0.0429123
801 0.289277 -0.00247619 0.00120249 0.042859
802 0.288917 -0.00247621 0.001201 0.0428059
803 0.288557 -0.00247623 0.00119952 0.042753
804 0.288199 -0.00247625 0.00119803 0.0427001
805 0.287841 -0.00247628 0.00119656 0.0426474
806 0.288724 -0.00245604 0.00119531 0.0426031
807 0.289604 -0.00247681 0.00119429 0.0425667
808 0.289246 -0.00249754 0.00119327 0.0425304
809 0.290123 -0.00251478 0.00119213 0.0424898
810 0.289766 -0.00253198 0.001191 0.0424493
811 0.289409 -0.00254914 0.00118986 0.0424089
812 0.289053 -0.00256625 0.00118873 0.0423686
813 0.288698 -0.00258333 0.00118761 0.0423285
814 0.288344 -0.00260036 0.00118648 0.0422884
815 0.289216 -0.00262044 0.00118547 0.0422523
816 0.288862 -0.00264048 0.00118446 0.0422163
817 0.289731 -0.00266061 0.00118346 0.0421806
818 0.290598 -0.0026379 0.00118232 0.0421402
819 0.290244 -0.00261524 0.00118119 0.0420999
820 0.28989 -0.00259263 0.00118006 0.0420596
821 0.289538 -0.00257008 0.00117894 0.0420195
822 0.289186 -0.00254758 0.00117781 0.0419794
823 0.290049 -0.00256241 0.00117665 0.0419379
824 0.290909 -0.00258847 0.00117592 0.0419121
825 0.291768 -0.00260782 0.00117492 0.0418762
826 0.292624 -0.00262913 0.00117399 0.0418432
827 0.292271 -0.00265039 0.00117307 0.0418103
828 0.293124 -0.00264335 0.00117167 0.0417603
829 0.292771 -0.00263633 0.00117027 0.0417104
830 0.292419 -0.00262932 0.00116887 0.0416607
831 0.293269 -0.00263138 0.00116749 0.0416114
832 0.294118 -0.00264411 0.0011663 0.041569
833 0.293765 -0.0026568 0.00116511 0.0415266
834 0.294611 -0.00268757 0.00116468 0.0415112
835 0.295455 -0.00268907 0.0011633 0.0414622
836 0.295102 -0.00269057 0.00116193 0.0414133
837 0.294749 -0.00269206 0.00116056 0.0413645
838 0.294398 -0.00269355 0.0011592 0.0413159
839 0.295238 -0.00271173 0.0011582 0.0412804
840 0.296076 -0.00268279 0.00115738 0.0412511
841 0.296912 -0.00270657 0.00115662 0.041224
842 0.29656 -0.00273028 0.00115586 0.0411968
843 0.296209 -0.00275394 0.0011551 0.0411698
844 0.295858 -0.00277754 0.00115434 0.0411428
845 0.295508 -0.00280109 0.00115359 0.0411159
846 0.295159 -0.00282458 0.00115283 0.041089
847 0.295991 -0.00277567 0.00115323 0.0411034
848 0.29682 -0.00280432 0.00115274 0.0410858
849 0.297647 -0.00278733 0.00115154 0.0410431
850 0.297297 -0.00277038 0.00115035 0.0410006
851 0.296948 -0.00275347 0.00114916 0.0409581
852 0.2966 -0.0027366 0.00114797 0.0409157
853 0.296253 -0.00271977 0.00114678 0.0408735
854 0.297076 -0.00268834 0.00114613 0.04085
855 0.296729 -0.00265698 0.00114547 0.0408266
856 0.296383 -0.0026257 0.00114481 0.0408032
857 0.296037 -0.00259449 0.00114416 0.0407799
858 0.295693 -0.00256335 0.0011435 0.0407566
859 0.295349 -0.00253229 0.00114285 0.0407334
860 0.295006 -0.00250129 0.0011422 0.0407102
861 0.295824 -0.0024902 0.00114094 0.040665
862 0.295481 -0.00247913 0.00113967 0.04062
863 0.295139 -0.00246809 0.00113841 0.040575
864 0.294798 -0.00245707 0.00113715 0.0405302
865 0.294457 -0.00244607 0.0011359 0.0404854
866 0.295271 -0.00243317 0.00113467 0.0404419
867 0.294931 -0.00242029 0.00113346 0.0403984
868 0.294591 -0.00240745 0.00113224 0.0403551
869 0.294253 -0.00239463 0.00113103 0.0403118
870 0.295063 -0.00240723 0.00112993 0.0402728
871 0.294725 -0.0024198 0.00112884 0.040234
872 0.294387 -0.00243234 0.00112775 0.0401952
873 0.29405 -0.00244486 0.00112667 0.0401565
874 0.293714 -0.00245734 0.00112558 0.0401179
875 0.293379 -0.0024698 0.0011245 0.0400793
876 0.293044 -0.00248223 0.00112342 0.0400409
877 0.292711 -0.00249463 0.00112235 0.0400026
878 0.292378 -0.002507 0.00112128 0.0399643
879 0.293182 -0.00253537 0.00112086 0.0399494
880 0.292849 -0.00256368 0.00112044 0.0399346
881 0.292517 -0.00259192 0.00112003 0.0399199
882 0.293318 -0.00256023 0.00111949 0.0399007
883 0.294118 -0.00255331 0.00111824 0.039856
884 0.293785 -0.0025464 0.00111699 0.0398115
885 0.294582 -0.00252948 0.0011159 0.0397728
886 0.29425 -0.00251261 0.00111482 0.0397342
887 0.293919 -0.00249577 0.00111374 0.0396956
888 0.293588 -0.00247897 0.00111266 0.0396572
889 0.293258 -0.00246221 0.00111158 0.0396188
890 0.292929 -0.00244549 0.00111051 0.0395806
891 0.293722 -0.00249229 0.00111145 0.0396142
892 0.293393 -0.00253898 0.0011124 0.0396478
893 0.294183 -0.00249962 0.00111234 0.039646
894 0.294972 -0.0025183 0.00111151 0.0396164
895 0.295759 -0.00254802 0.00111122 0.039606
896 0.296544 -0.00259865 0.00111255 0.0396532
897 0.296214 -0.00264916 0.00111387 0.0397003
898 0.295884 -0.00269955 0.00111519 0.0397473
899 0.295556 -0.00274984 0.0011165 0.0397942
900 0.295228 -0.00280001 0.00111782 0.0398411
901 0.2949 -0.00285008 0.00111913 0.0398878
902 0.295681 -0.00279047 0.00112077 0.0399461
903 0.295354 -0.002731 0.0011224 0.0400044
904 0.295028 -0.00267165 0.00112403 0.0400625
905 0.294702 -0.00261244 0.00112566 0.0401205
906 0.294377 -0.00255336 0.00112728 0.0401784
907 0.295154 -0.00248853 0.00112953 0.0402586
908 0.29593 -0.00251263 0.00112895 0.0402377
909 0.295604 -0.00253668 0.00112836 0.0402168
910 0.296378 -0.00254864 0.00112732 0.0401797
911 0.297149 -0.00252756 0.00112639 0.0401465
912 0.296824 -0.00250652 0.00112546 0.0401134
913 0.296499 -0.00248554 0.00112453 0.0400803
914 0.296175 -0.00246459 0.00112361 0.0400474
915 0.295852 -0.0024437 0.00112268 0.0400145
916 0.296619 -0.00247151 0.00112231 0.0400012
917 0.296296 -0.00249926 0.00112194 0.0399879
918 0.295974 -0.00252696 0.00112157 0.0399747
919 0.295652 -0.00255459 0.0011212 0.0399615
920 0.296417 -0.00260658 0.00112274 0.0400166
921 0.29718 -0.00260748 0.00112154 0.0399737
922 0.296858 -0.00260838 0.00112034 0.0399308
923 0.296537 -0.00260928 0.00111914 0.0398881
924 0.297297 -0.00262751 0.00111834 0.0398595
925 0.298056 -0.00264884 0.00111767 0.0398358
926 0.297735 -0.00267012 0.001117 0.0398121
927 0.298491 -0.00268544 0.00111611 0.0397801
928 0.299246 -0.00269781 0.00111512 0.039745
929 0.298925 -0.00271016 0.00111414 0.03971
930 0.298604 -0.00272248 0.00111316 0.039675
931 0.298283 -0.00273477 0.00111218 0.0396401
932 0.297964 -0.00274704 0.0011112 0.0396053
933 0.298715 -0.00274705 0.00111002 0.0395632
934 0.298396 -0.00274705 0.00110884 0.0395212
935 0.299145 -0.00275647 0.0011078 0.0394841
936 0.298826 -0.00276587 0.00110676 0.039447
937 0.298507 -0.00277524 0.00110572 0.03941
938 0.29819 -0.0027846 0.00110469 0.0393731
939 0.297872 -0.00279394 0.00110366 0.0393363
940 0.297556 -0.00280325 0.00110263 0.0392996
941 0.29724 -0.00281255 0.0011016 0.0392629
942 0.297985 -0.00278887 0.00110083 0.0392357
943 0.29767 -0.00276524 0.00110007 0.0392085
944 0.298413 -0.00277969 0.00109919 0.0391772
945 0.298097 -0.00279411 0.00109831 0.0391459
946 0.297782 -0.0028085 0.00109744 0.0391147
947 0.297468 -0.00282286 0.00109657 0.0390836
948 0.297155 -0.00283719 0.00109569 0.0390526
949 0.297895 -0.0028413 0.00109459 0.0390132
950 0.297581 -0.00284541 0.00109349 0.0389738
951 0.297269 -0.0028495 0.00109239 0.0389346
952 0.296957 -0.00285359 0.00109129 0.0388954
953 0.297694 -0.00284612 0.00109016 0.0388554
954 0.297382 -0.00283867 0.00108904 0.0388154
955 0.297071 -0.00283124 0.00108792 0.0387754
956 0.296761 -0.00282382 0.0010868 0.0387356
957 0.296451 -0.00281642 0.00108569 0.0386958
958 0.296142 -0.00280903 0.00108457 0.0386562
959 0.295833 -0.00280166 0.00108346 0.0386166
960 0.296566 -0.00278677 0.00108247 0.0385813
961 0.296258 -0.00277192 0.00108148 0.0385461
962 0.29595 -0.0027571 0.0010805 0.038511
963 0.295643 -0.00274231 0.00107952 0.0384759
964 0.296373 -0.00272366 0.00107864 0.0384446
965 0.296066 -0.00270505 0.00107776 0.0384134
966 0.29576 -0.00268648 0.00107689 0.0383823
967 0.295455 -0.00266796 0.00107602 0.0383512
968 0.29515 -0.00264946 0.00107515 0.0383201
969 0.294845 -0.00263101 0.00107428 0.0382892
970 0.294542 -0.00261259 0.00107341 0.0382583
971 0.294239 -0.00259422 0.00107254 0.0382275
972 0.293936 -0.00257588 0.00107168 0.0381967
973 0.294661 -0.00258438 0.0010707 0.0381618
974 0.294359 -0.00259286 0.00106973 0.0381269
975 0.294057 -0.00260133 0.00106875 0.0380922
976 0.293756 -0.00260978 0.00106778 0.0380575
977 0.293456 -0.00261821 0.00106681 0.0380229
978 0.294178 -0.00261706 0.00106572 0.0379841
979 0.294898 -0.00261487 0.00106463 0.0379454
980 0.295617 -0.00262614 0.00106374 0.0379135
981 0.295316 -0.00263739 0.00106284 0.0378817
982 0.296033 -0.00264108 0.0010618 0.0378445
983 0.295732 -0.00264477 0.00106076 0.0378075
984 0.296447 -0.00268118 0.00106119 0.0378228
985 0.296146 -0.00271751 0.00106162 0.037838
986 0.296859 -0.00266966 0.00106255 0.0378713
987 0.297571 -0.0026224 0.00106344 0.0379028
988 0.29727 -0.00257523 0.00106432 0.0379344
989 0.29798 -0.00254248 0.00106415 0.0379281
990 0.298688 -0.00250923 0.00106401 0.0379231
991 0.298387 -0.00247606 0.00106386 0.0379181
992 0.299094 -0.00245941 0.00106299 0.037887
993 0.298793 -0.0024428 0.00106212 0.0378559
994 0.299497 -0.0024331 0.00106111 0.0378198
995 0.299197 -0.00242341 0.00106009 0.0377837
996 0.298897 -0.00241375 0.00105908 0.0377476
997 0.298597 -0.00240411 0.00105807 0.0377116
998 0.298298 -0.00239448 0.00105707 0.0376758
999 0.299 -0.00237671 0.00105625 0.0376465
