STEP ACCRATIO <dR> <dR2> <ENERGY>
125500 0.2874 0.0012804 0.000332056 0.0129659
125600 0.287402 0.00128122 0.000332089 0.0129665
125700 0.287396 0.00128042 0.000331942 0.012961
125800 0.287414 0.00128139 0.000331814 0.012956
125900 0.287353 0.00127761 0.000331697 0.0129518
126000 0.287339 0.001276 0.000331568 0.0129468
126100 0.287405 0.0012731 0.000331746 0.0129547
126200 0.287399 0.00127576 0.000331675 0.012952
126300 0.287369 0.00127433 0.000331529 0.0129466
126400 0.287308 0.00127667 0.000331513 0.0129458
126500 0.287231 0.00127523 0.000331521 0.0129463
126600 0.287241 0.00127411 0.000331564 0.0129484
126700 0.287338 0.00127361 0.000331616 0.0129506
126800 0.287277 0.0012753 0.000331687 0.0129535
126900 0.287326 0.00127966 0.000331739 0.0129553
127000 0.287352 0.00127216 0.000331954 0.012966
127100 0.287315 0.00127041 0.000331862 0.0129623
127200 0.287325 0.00126712 0.000331796 0.0129601
127300 0.287335 0.00126199 0.000331772 0.0129598
127400 0.28729 0.0012669 0.000331737 0.0129586
127500 0.287229 0.00126517 0.000331721 0.0129582
127600 0.287161 0.00126634 0.000331583 0.0129528
127700 0.287132 0.00126758 0.000331509 0.0129501
127800 0.287118 0.00126991 0.000331433 0.0129471
127900 0.287175 0.00126975 0.000331383 0.0129453
128000 0.287217 0.00127283 0.000331491 0.0129491
128100 0.287203 0.00127415 0.000331641 0.0129549
128200 0.28719 0.00127237 0.000331624 0.0129546
128300 0.287215 0.00126986 0.000331563 0.0129524
128400 0.287194 0.00126644 0.000331541 0.0129519
128500 0.287235 0.00126321 0.000331524 0.0129517
128600 0.287268 0.00126224 0.000331572 0.0129539
128700 0.287302 0.00126329 0.000331552 0.0129533
128800 0.28735 0.00126705 0.000331553 0.0129532
128900 0.287259 0.00126091 0.000331463 0.0129502
129000 0.287339 0.0012641 0.000331653 0.0129574
129100 0.28738 0.00126501 0.000331554 0.0129535
129200 0.287413 0.00126508 0.000331615 0.012956
129300 0.287415 0.00126435 0.000331577 0.0129547
129400 0.287386 0.00126731 0.000331529 0.0129528
129500 0.287434 0.00126859 0.000331552 0.0129537
129600 0.28739 0.00126443 0.000331528 0.0129536
129700 0.287384 0.00126293 0.000331431 0.01295
129800 0.287463 0.00126945 0.000331664 0.0129583
129900 0.287465 0.00126733 0.000331713 0.0129607
130000 0.28749 0.00127081 0.000331766 0.0129627
130100 0.2875 0.00127418 0.000331708 0.0129603
130200 0.287563 0.00127547 0.00033173 0.0129612
130300 0.287527 0.00127438 0.000331659 0.0129586
130400 0.287521 0.00127781 0.000331661 0.0129589
130500 0.287523 0.00127595 0.000331642 0.0129587
130600 0.28744 0.00127303 0.000331529 0.0129545
130700 0.287419 0.00127365 0.000331419 0.0129504
130800 0.287437 0.00127259 0.000331502 0.0129541
130900 0.2874 0.00127606 0.000331493 0.0129539
131000 0.287433 0.00127462 0.00033156 0.012957
131100 0.287458 0.00127727 0.000331531 0.0129559
131200 0.287467 0.00127397 0.000331493 0.0129548
131300 0.287446 0.0012756 0.000331378 0.0129504
131400 0.287448 0.00127866 0.000331421 0.0129519
131500 0.287412 0.00127855 0.000331341 0.0129489
131600 0.287414 0.00127458 0.000331311 0.0129485
131700 0.287409 0.00127436 0.000331242 0.0129459
131800 0.287448 0.00127002 0.000331231 0.012946
131900 0.287458 0.00126695 0.000331211 0.0129458
132000 0.28746 0.00126423 0.000331177 0.0129447
132100 0.287439 0.00126515 0.000331107 0.0129419
132200 0.287365 0.00127094 0.000331069 0.0129402
132300 0.287405 0.00127063 0.000331156 0.0129438
132400 0.287407 0.00127121 0.000331139 0.0129434
132500 0.287402 0.00127273 0.000331005 0.0129381
132600 0.287396 0.00127332 0.000330897 0.0129339
132700 0.28739 0.00127542 0.000331033 0.0129389
132800 0.287385 0.0012781 0.000331199 0.0129452
132900 0.287417 0.00127403 0.000331147 0.0129437
133000 0.287411 0.0012759 0.000331128 0.0129431
133100 0.287473 0.00127874 0.000331199 0.012946
133200 0.287468 0.00128215 0.000331154 0.0129445
133300 0.287432 0.00128137 0.000331166 0.0129454
133400 0.287434 0.00127974 0.000331126 0.012944
133500 0.287414 0.00128173 0.000331109 0.0129434
133600 0.287371 0.00128236 0.000331195 0.012947
133700 0.287432 0.00128202 0.000331165 0.0129462
133800 0.287509 0.00128405 0.000331222 0.0129483
133900 0.287466 0.00128111 0.000331123 0.0129448
134000 0.287431 0.00128357 0.00033111 0.0129445
134100 0.2875 0.00128523 0.000331172 0.012947
134200 0.287576 0.00128493 0.00033125 0.0129503
134300 0.287585 0.00128141 0.000331332 0.012954
134400 0.287513 0.00127795 0.00033133 0.0129544
134500 0.287515 0.00127703 0.000331246 0.0129514
134600 0.287531 0.00127256 0.000331283 0.0129537
134700 0.287541 0.00127455 0.000331307 0.0129547
134800 0.287572 0.00127416 0.000331305 0.0129551
134900 0.287559 0.0012771 0.000331263 0.0129535
135000 0.287561 0.0012776 0.000331182 0.0129505
135100 0.28757 0.00127902 0.00033124 0.0129525
135200 0.287542 0.00128156 0.000331189 0.0129506
135300 0.287603 0.0012796 0.000331181 0.0129506
135400 0.287642 0.00128423 0.000331164 0.0129498
135500 0.287673 0.00128725 0.000331103 0.0129472
135600 0.287623 0.00128304 0.000331198 0.0129518
135700 0.287566 0.0012868 0.000331046 0.0129459
135800 0.287568 0.00129071 0.000331076 0.0129475
135900 0.287555 0.00128861 0.000331083 0.0129477
136000 0.287608 0.00129092 0.000331058 0.0129467
136100 0.287617 0.00129475 0.000331014 0.0129449
136200 0.287685 0.00129623 0.000331089 0.0129476
136300 0.287694 0.00129944 0.000331146 0.012949
136400 0.287703 0.00130191 0.000331242 0.0129525
136500 0.287632 0.0012972 0.000331165 0.0129499
136600 0.287582 0.00129702 0.000331058 0.0129458
136700 0.287569 0.00129248 0.000331068 0.0129468
136800 0.287629 0.00129151 0.000330999 0.0129442
136900 0.287617 0.00128664 0.000331034 0.0129464
137000 0.287611 0.00128489 0.000331057 0.0129482
137100 0.287627 0.00128533 0.000331165 0.0129521
137200 0.2876 0.00128563 0.000331047 0.0129477
137300 0.287587 0.00128256 0.000331009 0.0129463
137400 0.287596 0.00128441 0.000331052 0.0129479
137500 0.287642 0.00128481 0.000331065 0.0129484
137600 0.287592 0.00128794 0.000331007 0.0129459
137700 0.287623 0.00128433 0.000330892 0.0129417
137800 0.287661 0.00128608 0.000330838 0.0129397
137900 0.287619 0.00128824 0.000330792 0.0129378
138000 0.287614 0.00128466 0.000330819 0.0129395
138100 0.287543 0.0012867 0.000330679 0.0129341
138200 0.287574 0.00128553 0.000330881 0.0129421
138300 0.287547 0.00128575 0.000330797 0.0129389
138400 0.28752 0.00128119 0.000330764 0.0129382
138500 0.287493 0.00128066 0.00033066 0.0129341
138600 0.287538 0.00127871 0.00033059 0.0129316
138700 0.287438 0.00128155 0.00033052 0.0129288
138800 0.287411 0.00128372 0.000330467 0.0129268
138900 0.287377 0.00128551 0.000330505 0.0129286
139000 0.287386 0.0012897 0.000330538 0.0129293
139100 0.287482 0.00129136 0.000330638 0.0129335
139200 0.287498 0.0012913 0.000330608 0.0129324
139300 0.287478 0.00128961 0.000330572 0.0129314
139400 0.287545 0.0012846 0.000330733 0.0129387
139500 0.287532 0.00128276 0.000330749 0.0129396
139600 0.287584 0.00128478 0.000330844 0.0129427
139700 0.287578 0.00128785 0.000331003 0.0129491
139800 0.287573 0.00128196 0.000330978 0.0129488
139900 0.287553 0.00128166 0.000331001 0.0129498
140000 0.287541 0.00128173 0.000330942 0.0129475
140100 0.287543 0.00127945 0.000330882 0.0129453
140200 0.287587 0.00127956 0.00033091 0.0129465
140300 0.287546 0.00128187 0.000330811 0.0129427
140400 0.287583 0.00128046 0.000330788 0.012942
140500 0.287535 0.00128079 0.000330722 0.0129396
140600 0.287523 0.00127991 0.000330815 0.0129435
140700 0.28751 0.00128613 0.000331007 0.0129498
140800 0.287526 0.0012849 0.000330996 0.0129498
140900 0.287571 0.00128411 0.000330936 0.0129475
141000 0.287622 0.00128385 0.000330926 0.0129476
141100 0.287631 0.00128573 0.00033088 0.0129458
141200 0.287661 0.00128521 0.000330843 0.0129444
141300 0.287655 0.00128447 0.000330835 0.0129442
141400 0.28765 0.00128879 0.000330801 0.0129425
141500 0.287659 0.00128743 0.000330779 0.0129418
141600 0.287611 0.00129134 0.000330742 0.01294
141700 0.287577 0.00128834 0.000330651 0.0129365
141800 0.287635 0.00129145 0.000330683 0.0129379
141900 0.287538 0.00128458 0.000330705 0.0129397
142000 0.287533 0.00128749 0.000330649 0.0129376
142100 0.28757 0.00128581 0.0003307 0.0129402
142200 0.287572 0.00128312 0.000330635 0.0129378
142300 0.287574 0.0012864 0.000330589 0.012936
142400 0.287519 0.00128587 0.000330487 0.0129321
142500 0.287514 0.00128704 0.000330469 0.0129314
142600 0.287516 0.00128861 0.000330474 0.0129316
142700 0.287489 0.00128235 0.000330448 0.0129312
142800 0.287519 0.00128094 0.000330436 0.0129312
142900 0.287542 0.00127897 0.000330492 0.0129339
143000 0.287488 0.00128086 0.000330542 0.0129358
143100 0.287524 0.00128197 0.00033053 0.0129352
143200 0.287519 0.00128397 0.000330477 0.012933
143300 0.287535 0.00128501 0.000330399 0.0129298
143400 0.287508 0.00128469 0.000330335 0.0129272
143500 0.287524 0.00128733 0.000330366 0.0129285
143600 0.287512 0.00128699 0.0003304 0.0129296
143700 0.287514 0.00128816 0.000330372 0.0129285
143800 0.287522 0.00128763 0.000330322 0.0129267
143900 0.287517 0.00129067 0.000330296 0.0129257
144000 0.287526 0.00128487 0.000330438 0.0129326
144100 0.287528 0.00128453 0.000330425 0.0129318
144200 0.287557 0.00128532 0.000330447 0.0129328
144300 0.287517 0.0012863 0.00033045 0.012933
144400 0.287526 0.00128589 0.000330394 0.0129308
144500 0.287541 0.00128428 0.000330322 0.0129282
144600 0.287543 0.00128267 0.00033027 0.0129264
144700 0.28751 0.00128399 0.000330202 0.0129238
144800 0.28747 0.00128744 0.000330181 0.012923
144900 0.287445 0.00128912 0.000330232 0.0129253
145000 0.287522 0.0012915 0.000330397 0.0129322
145100 0.287565 0.00129019 0.00033036 0.012931
145200 0.287532 0.0012861 0.000330256 0.012927
145300 0.287507 0.00129016 0.000330433 0.0129337
145400 0.287543 0.00128615 0.000330547 0.0129388
145500 0.287579 0.00128928 0.000330624 0.0129416
145600 0.287587 0.00129159 0.000330711 0.0129446
145700 0.287603 0.00128976 0.000330807 0.0129488
145800 0.287577 0.00128884 0.000330783 0.0129481
145900 0.287613 0.0012894 0.000330903 0.012953
146000 0.287573 0.00128963 0.000330784 0.0129483
146100 0.287589 0.00129007 0.000330996 0.0129568
146200 0.287563 0.0012921 0.000330944 0.0129549
146300 0.287565 0.00129104 0.000330873 0.0129523
146400 0.287566 0.00128838 0.000330828 0.0129507
146500 0.287541 0.00128742 0.000331158 0.0129642
146600 0.287549 0.0012897 0.00033114 0.0129638
146700 0.287524 0.00128929 0.000331049 0.0129605
146800 0.287484 0.00128825 0.000331056 0.0129609
146900 0.287493 0.00129012 0.000331075 0.0129618
147000 0.287495 0.00128967 0.000331032 0.0129602
147100 0.287571 0.00128974 0.000331026 0.0129603
147200 0.287593 0.00128513 0.000331035 0.0129607
147300 0.287595 0.00128039 0.000331186 0.0129669
147400 0.287603 0.00128334 0.000331346 0.0129727
147500 0.287612 0.00128715 0.000331438 0.0129764
147600 0.2876 0.00128273 0.000331352 0.0129734
147700 0.287635 0.00128092 0.000331416 0.0129761
147800 0.287698 0.0012859 0.000331512 0.0129795
147900 0.287713 0.00129115 0.000331655 0.0129848
148000 0.287708 0.00129039 0.000331598 0.0129827
148100 0.287675 0.00129064 0.000331589 0.0129825
148200 0.287616 0.00129068 0.000331504 0.0129793
148300 0.287571 0.00128776 0.00033145 0.0129775
148400 0.287538 0.00128815 0.000331357 0.0129739
148500 0.287554 0.00129214 0.000331351 0.0129737
148600 0.287508 0.00129284 0.00033145 0.0129772
148700 0.28753 0.00129384 0.000331435 0.0129766
148800 0.287559 0.00129343 0.000331384 0.0129747
148900 0.287594 0.00129385 0.000331367 0.0129742
149000 0.287569 0.00129189 0.000331319 0.0129724
149100 0.28755 0.00129162 0.000331282 0.0129711
149200 0.287558 0.00129122 0.000331284 0.0129713
149300 0.287607 0.00128825 0.000331317 0.0129729
149400 0.287568 0.00128586 0.00033118 0.0129677
149500 0.287543 0.00128575 0.00033114 0.0129664
149600 0.287558 0.00128658 0.000331271 0.0129715
149700 0.287587 0.00128398 0.000331253 0.0129711
149800 0.287608 0.00127992 0.000331275 0.0129725
149900 0.28763 0.00127843 0.000331212 0.0129703
150000 0.287638 0.0012807 0.000331284 0.0129733
150100 0.287606 0.00127666 0.000331235 0.0129719
150200 0.287621 0.0012756 0.000331184 0.0129697
150300 0.287596 0.00127417 0.000331139 0.0129681
150400 0.287551 0.00127683 0.000331092 0.0129663
150500 0.28756 0.00127918 0.000331058 0.0129649
150600 0.287561 0.00127814 0.000331074 0.0129659
150700 0.287523 0.00127974 0.00033102 0.0129636
150800 0.287498 0.00127758 0.000331001 0.0129632
150900 0.2875 0.00127895 0.000330947 0.0129609
151000 0.287455 0.0012775 0.000330817 0.0129559
151100 0.287483 0.00127766 0.000330825 0.0129562
151200 0.287432 0.00128171 0.000330857 0.0129571
151300 0.287447 0.00128012 0.000330829 0.012956
151400 0.287482 0.00128167 0.000330833 0.0129563
151500 0.287516 0.00128483 0.000330859 0.0129571
151600 0.287459 0.00128066 0.000330754 0.0129533
151700 0.287454 0.00128157 0.000330714 0.012952
151800 0.287429 0.00127799 0.000330731 0.0129533
151900 0.287404 0.00128076 0.00033075 0.0129539
152000 0.287393 0.00127775 0.000330786 0.0129554
152100 0.287421 0.00127649 0.000330892 0.01296
152200 0.287383 0.00127802 0.000330917 0.012961
152300 0.287359 0.00127802 0.000330853 0.0129586
152400 0.287432 0.0012795 0.000330867 0.0129591
152500 0.28748 0.00127976 0.000330834 0.0129578
152600 0.287482 0.00128122 0.000330844 0.0129579
152700 0.287477 0.00128488 0.000330874 0.0129588
152800 0.287485 0.00128703 0.000330876 0.0129586
152900 0.287506 0.00129199 0.000330842 0.0129571
153000 0.28756 0.00129441 0.000330943 0.012961
153100 0.287588 0.00129729 0.000330895 0.012959
153200 0.28759 0.00129538 0.000331023 0.0129643
153300 0.287624 0.00129634 0.000331025 0.0129645
153400 0.287645 0.00129536 0.000330999 0.0129637
153500 0.287633 0.0012935 0.000331002 0.012964
153600 0.287648 0.00129816 0.000331079 0.0129669
153700 0.287623 0.00129393 0.000331023 0.0129649
153800 0.287618 0.00129474 0.000330927 0.0129613
153900 0.287574 0.00129641 0.00033085 0.0129582
154000 0.287576 0.00129099 0.000330853 0.0129588
154100 0.2875 0.0012893 0.000330731 0.0129541
154200 0.287527 0.00129179 0.00033077 0.0129553
154300 0.287529 0.00129358 0.000330878 0.0129592
154400 0.287524 0.00129237 0.000330898 0.01296
154500 0.287474 0.00129299 0.000330845 0.0129579
154600 0.28743 0.00129017 0.000330727 0.0129536
154700 0.287412 0.00129011 0.000330655 0.0129509
154800 0.287408 0.0012913 0.000330644 0.0129507
154900 0.287416 0.00129342 0.000330659 0.0129513
155000 0.287424 0.00129435 0.000330752 0.0129551
155100 0.287477 0.00129344 0.000330732 0.0129544
155200 0.287466 0.00129481 0.000330686 0.0129523
155300 0.287442 0.0012922 0.000330619 0.01295
155400 0.287411 0.0012913 0.000330672 0.0129525
155500 0.287368 0.00129025 0.000330606 0.0129499
155600 0.287395 0.00129064 0.000330659 0.0129521
155700 0.287378 0.00129051 0.000330565 0.0129484
155800 0.287392 0.00129264 0.000330616 0.0129504
155900 0.287375 0.00129331 0.000330597 0.0129498
156000 0.287396 0.00129207 0.00033056 0.0129487
156100 0.287391 0.00129539 0.000330528 0.0129472
156200 0.287386 0.0012966 0.000330551 0.0129483
156300 0.287394 0.00129358 0.000330733 0.012956
156400 0.287383 0.00129357 0.00033075 0.012957
156500 0.287391 0.00129229 0.000330761 0.0129578
156600 0.287361 0.00129269 0.00033071 0.0129559
156700 0.287375 0.0012911 0.000330862 0.0129625
156800 0.287332 0.0012852 0.000330834 0.012962
156900 0.287283 0.00128714 0.000330906 0.0129652
157000 0.287215 0.00128717 0.000330808 0.0129615
157100 0.287178 0.00128729 0.000330723 0.0129582
157200 0.287174 0.00129243 0.000330799 0.0129612
157300 0.287156 0.00129495 0.000330795 0.012961
157400 0.287152 0.00129461 0.00033086 0.0129637
157500 0.287116 0.00129285 0.000330757 0.0129597
157600 0.287105 0.00129324 0.000330847 0.0129634
157700 0.287069 0.0012915 0.000330703 0.0129579
157800 0.287051 0.00128964 0.000330674 0.0129567
157900 0.287053 0.00129635 0.000330717 0.0129578
158000 0.287087 0.00129467 0.000330687 0.012957
158100 0.287114 0.00129545 0.000330781 0.0129608
158200 0.287071 0.00129303 0.000330758 0.0129603
158300 0.287092 0.0012926 0.000330836 0.0129636
158400 0.287063 0.00129269 0.000330703 0.0129585
158500 0.287046 0.00129309 0.000330623 0.0129554
158600 0.287066 0.00129061 0.000330609 0.0129552
158700 0.287112 0.00129192 0.000330614 0.0129552
158800 0.287164 0.00129453 0.000330728 0.0129591
158900 0.28716 0.00129727 0.000330727 0.0129589
159000 0.287137 0.00129697 0.00033067 0.0129568
159100 0.287132 0.00129533 0.000330627 0.0129552
159200 0.287121 0.0012942 0.00033064 0.0129559
159300 0.287029 0.00129631 0.000330498 0.0129503
159400 0.28705 0.00129603 0.000330469 0.0129492
159500 0.28707 0.00129773 0.000330401 0.0129466
159600 0.287047 0.00129655 0.000330356 0.012945
159700 0.287005 0.00129548 0.000330287 0.0129426
159800 0.287032 0.00129811 0.000330391 0.0129465
159900 0.287015 0.00129472 0.000330313 0.0129438
160000 0.287004 0.00129438 0.000330328 0.0129445
160100 0.286981 0.00129672 0.000330353 0.0129455
160200 0.287008 0.00129583 0.000330307 0.0129438
160300 0.286985 0.00129739 0.000330311 0.0129438
160400 0.286999 0.00129363 0.000330447 0.01295
160500 0.287051 0.00129354 0.000330498 0.0129523
160600 0.287078 0.00129342 0.000330616 0.0129565
160700 0.28713 0.00129353 0.000330676 0.0129591
160800 0.287113 0.00129395 0.000330657 0.0129584
160900 0.287102 0.00129319 0.000330628 0.0129572
161000 0.287091 0.00129476 0.000330596 0.0129559
161100 0.287112 0.00129337 0.000330604 0.0129562
161200 0.28707 0.00129452 0.000330529 0.0129534
161300 0.287128 0.00129262 0.000330433 0.0129498
161400 0.287142 0.00129704 0.00033052 0.0129526
161500 0.287113 0.00129832 0.000330417 0.0129485
161600 0.287115 0.00130171 0.000330361 0.0129461
161700 0.287116 0.00130116 0.000330318 0.0129445
161800 0.287075 0.0012973 0.000330191 0.0129397
161900 0.28712 0.00130022 0.000330245 0.0129417
162000 0.287128 0.0012975 0.000330204 0.0129402
162100 0.287142 0.00129758 0.000330125 0.0129371
162200 0.287156 0.00129766 0.000330314 0.0129438
162300 0.287127 0.0013004 0.00033036 0.0129451
162400 0.287116 0.00130169 0.000330372 0.0129453
162500 0.287137 0.00129795 0.000330451 0.0129488
162600 0.287151 0.00129241 0.000330575 0.0129545
162700 0.287165 0.00129196 0.000330599 0.0129557
162800 0.287154 0.00129048 0.00033051 0.0129523
162900 0.287193 0.00129274 0.000330479 0.0129511
163000 0.287244 0.00129344 0.000330524 0.0129529
163100 0.287251 0.00129691 0.000330575 0.0129546
163200 0.287247 0.00129808 0.000330579 0.0129545
163300 0.287243 0.00129916 0.000330593 0.012955
163400 0.287208 0.00129717 0.000330526 0.0129526
163500 0.287258 0.0012944 0.000330669 0.0129589
163600 0.28726 0.00129671 0.000330774 0.0129631
163700 0.287323 0.0012963 0.000330912 0.0129687
163800 0.2873 0.0013012 0.000331019 0.0129722
163900 0.28732 0.00130483 0.000331349 0.0129833
164000 0.287352 0.00130367 0.000331272 0.0129805
164100 0.287262 0.00130617 0.000331279 0.0129805
164200 0.287282 0.00130825 0.000331314 0.0129817
164300 0.287296 0.001307 0.000331322 0.0129822
164400 0.287364 0.00131019 0.000331474 0.012988
164500 0.287378 0.00131279 0.000331505 0.0129891
164600 0.28738 0.00131445 0.000331434 0.0129863
164700 0.287375 0.00131444 0.000331523 0.0129904
164800 0.287413 0.00131477 0.000331565 0.0129924
164900 0.287403 0.0013177 0.000331573 0.0129926
165000 0.287447 0.00131869 0.000331628 0.0129946
165100 0.28743 0.00131765 0.000331628 0.0129948
165200 0.287407 0.00131671 0.000331719 0.0129981
165300 0.287379 0.0013147 0.00033159 0.0129932
165400 0.28735 0.00131354 0.000331579 0.0129929
165500 0.287346 0.00131698 0.000331676 0.0129965
165600 0.287341 0.00131736 0.000331684 0.0129971
165700 0.287361 0.00131586 0.0003317 0.012998
165800 0.287351 0.00131335 0.00033166 0.0129968
165900 0.28737 0.00131684 0.00033165 0.0129961
166000 0.287336 0.00131389 0.000331592 0.0129942
166100 0.287361 0.00131291 0.000331565 0.0129932
166200 0.287351 0.00131353 0.000331552 0.0129926
166300 0.287352 0.00131438 0.000331527 0.0129917
166400 0.287336 0.00131403 0.000331517 0.012991
166500 0.287326 0.00131599 0.000331568 0.0129928
166600 0.287315 0.00131343 0.000331525 0.0129912
166700 0.287311 0.00131407 0.000331498 0.0129903
166800 0.287258 0.00131354 0.000331382 0.0129859
166900 0.28723 0.00131466 0.00033144 0.0129885
167000 0.287172 0.00131161 0.000331342 0.0129848
167100 0.287216 0.00131412 0.000331354 0.0129851
167200 0.287181 0.00131233 0.000331246 0.012981
167300 0.287177 0.00131143 0.000331181 0.0129786
167400 0.287238 0.0013082 0.000331227 0.012981
167500 0.28721 0.00131006 0.000331167 0.0129785
167600 0.287206 0.0013082 0.00033114 0.0129777
167700 0.287202 0.00131002 0.000331232 0.012981
167800 0.287174 0.00130969 0.000331222 0.0129807
167900 0.287235 0.0013092 0.000331278 0.0129829
168000 0.287248 0.00130984 0.000331254 0.0129819
168100 0.287309 0.00131172 0.000331301 0.0129837
168200 0.287305 0.00131559 0.000331423 0.0129881
168300 0.287307 0.00131522 0.000331441 0.0129888
168400 0.287285 0.00131198 0.000331425 0.0129885
168500 0.287286 0.00131065 0.000331605 0.0129963
168600 0.287288 0.00131135 0.000331621 0.0129972
168700 0.287313 0.00131252 0.000331728 0.0130015
168800 0.287315 0.00131361 0.000331891 0.0130082
168900 0.287281 0.00131035 0.000331827 0.0130058
169000 0.287253 0.00131139 0.000331709 0.0130012
169100 0.287266 0.00131135 0.00033168 0.0130002
169200 0.287226 0.0013116 0.000331613 0.0129975
169300 0.287181 0.0013105 0.000331559 0.0129956
169400 0.287212 0.00131065 0.00033151 0.0129939
169500 0.287208 0.00131234 0.000331502 0.0129936
169600 0.287221 0.00131096 0.000331481 0.0129931
169700 0.287164 0.00131349 0.000331436 0.0129912
169800 0.287142 0.00131201 0.000331333 0.0129873
169900 0.287167 0.00131035 0.000331328 0.0129875
170000 0.287139 0.00130885 0.000331312 0.012987
170100 0.287165 0.00130603 0.000331329 0.0129879
170200 0.287184 0.00130342 0.000331339 0.0129887
170300 0.287174 0.00130071 0.000331406 0.0129914
170400 0.287217 0.00130073 0.000331466 0.012994
170500 0.28723 0.00129725 0.000331474 0.0129947
170600 0.287237 0.00129756 0.000331428 0.0129931
170700 0.287298 0.00129742 0.000331493 0.0129959
170800 0.287329 0.00129528 0.000331622 0.0130015
170900 0.287371 0.00129906 0.000331572 0.0129994
171000 0.287402 0.00129873 0.00033153 0.0129979
171100 0.287403 0.00129986 0.000331512 0.0129972
171200 0.287376 0.00130247 0.000331434 0.012994
171300 0.287371 0.00130367 0.000331457 0.0129949
171400 0.28732 0.00130158 0.00033145 0.0129948
171500 0.287304 0.00130026 0.000331403 0.0129931
171600 0.287306 0.00129959 0.000331421 0.0129939
171700 0.287319 0.00129916 0.000331363 0.0129917
171800 0.287344 0.00129918 0.000331309 0.0129897
171900 0.287357 0.00129599 0.000331322 0.0129906
172000 0.287312 0.00129156 0.000331367 0.0129928
172100 0.287349 0.00129216 0.000331441 0.0129958
172200 0.287333 0.0012907 0.000331353 0.0129925
172300 0.287358 0.00128773 0.000331314 0.0129914
172400 0.287307 0.00128713 0.000331235 0.0129885
172500 0.287349 0.00128938 0.000331295 0.0129907
172600 0.287316 0.0012892 0.0003312 0.012987
172700 0.287283 0.00128941 0.00033116 0.0129856
172800 0.287307 0.00129474 0.000331156 0.0129853
172900 0.287292 0.00129489 0.000331151 0.0129854
173000 0.287328 0.0012933 0.000331075 0.0129826
173100 0.287347 0.00129449 0.000331027 0.0129806
173200 0.287348 0.00129624 0.000331065 0.0129818
173300 0.287407 0.0012974 0.00033106 0.0129816
173400 0.28738 0.00129684 0.000331078 0.0129825
173500 0.287387 0.00129443 0.000331087 0.0129832
173600 0.2874 0.00129405 0.000331119 0.0129846
173700 0.287373 0.00129242 0.000331137 0.0129857
173800 0.28734 0.00129161 0.00033106 0.0129832
173900 0.287376 0.00129119 0.000331081 0.0129841
174000 0.287383 0.0012899 0.000331163 0.0129876
174100 0.287362 0.00128955 0.00033109 0.0129849
174200 0.287404 0.00128775 0.000331084 0.0129852
174300 0.287399 0.00129109 0.000331174 0.0129888
174400 0.287389 0.00129056 0.000331226 0.0129914
174500 0.287437 0.00129227 0.000331146 0.0129883
174600 0.287404 0.00129566 0.00033111 0.0129868
174700 0.287451 0.00129578 0.000331156 0.0129885
174800 0.287424 0.00129073 0.000331148 0.0129886
174900 0.28742 0.00129253 0.000331254 0.0129922
175000 0.28741 0.00129498 0.000331203 0.0129902
175100 0.287388 0.0012941 0.000331186 0.0129895
175200 0.287407 0.00129373 0.000331148 0.0129882
175300 0.287426 0.00129424 0.000331083 0.0129858
175400 0.28737 0.00129117 0.00033104 0.0129844
175500 0.287389 0.0012928 0.000331072 0.0129857
175600 0.287413 0.00129501 0.000331201 0.0129909
175700 0.287409 0.00129521 0.000331173 0.0129898
175800 0.287382 0.00129318 0.000331052 0.0129851
175900 0.287366 0.00129481 0.000331086 0.0129867
176000 0.287356 0.00129185 0.000330978 0.0129826
176100 0.287352 0.00129554 0.000331008 0.0129835
176200 0.287371 0.00129854 0.000331009 0.0129836
176300 0.287372 0.00129772 0.000330962 0.0129819
176400 0.287351 0.00129921 0.000331033 0.0129848
176500 0.287341 0.00130096 0.00033101 0.0129839
176600 0.287343 0.00130188 0.000330993 0.0129832
176700 0.287322 0.00130352 0.000331055 0.0129854
176800 0.287334 0.00130177 0.000331066 0.012986
176900 0.287342 0.00130383 0.000331071 0.0129865
177000 0.287405 0.00130519 0.000331116 0.012988
177100 0.287418 0.00130538 0.00033107 0.0129861
177200 0.28738 0.00130397 0.00033111 0.012988
177300 0.287421 0.00130477 0.00033118 0.0129907
177400 0.287417 0.00130461 0.000331108 0.0129881
177500 0.287401 0.00130201 0.00033105 0.012986
177600 0.287397 0.00130035 0.000331036 0.0129857
177700 0.287415 0.00129895 0.000330983 0.0129839
177800 0.287361 0.00129828 0.00033087 0.0129795
177900 0.28734 0.00129766 0.000330907 0.0129812
178000 0.287347 0.00129595 0.000330859 0.0129796
178100 0.287348 0.00129642 0.000330835 0.0129785
178200 0.287338 0.00129602 0.000330776 0.0129764
178300 0.287306 0.00129485 0.000330724 0.0129744
178400 0.287336 0.00129681 0.000330797 0.0129771
178500 0.287326 0.00129679 0.000330866 0.0129802
178600 0.287316 0.00129633 0.000330883 0.0129806
178700 0.287307 0.00129552 0.000330935 0.0129829
178800 0.287308 0.00129613 0.000331 0.0129857
178900 0.287304 0.00129658 0.0003311 0.0129901
179000 0.287328 0.00129707 0.000331222 0.0129951
179100 0.287318 0.0012941 0.000331305 0.0129986
179200 0.287247 0.00129236 0.0003312 0.0129947
179300 0.287266 0.00129265 0.000331308 0.0129988
